feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
0.0,5.0375104,0.0,0.0,0.0,1.0448186,0.616026,0.0,0.0,0.0,0.3362757,0.0,0.0,0.0,0.0,0.0,7.2144403,0.0,0.0,0.0,1.1873006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060084224,0.0,0.0,3.741594,0.0,0.39625883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.122068,0.0,6.113314,0.0,0.0,0.0,2.3313105,0.0,0.0,0.0,0.0,6.1354604,0.0,0.0,5.603176,0.0,0.0,0.0,0.0,0.0,0.0,0.34284705,0.0,0.0,0.0,0.0,0.0,0.0,3.373423,0.71638566,0.0,0.0,0.28390193,1.8923631,0.0,0.0,0.0,0.029309472,0.0,0.2511246,0.0,5.8511124,0.0,0.0,0.0,0.0,0.0,0.0,4.7177672,0.0,0.0,0.0,0.0,0.0,5.2986827,0.0,0.0,1.4648597,1.1142259,0.0,0.0,0.0,0.0,0.0,5.474758,1.5739776,0.0,0.0,0.0,0.0,0.0,1.0953691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2410381,0.0
0.0,3.1520987,1.008345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5453823,0.0,0.0,0.0,0.9547675,0.0,5.1065392,0.0,0.0,0.0,0.73693085,0.0,0.0,0.0,0.0,0.0,0.45825556,0.0,0.0,0.0,0.0,0.0,0.0,1.3150932,0.0,0.0,2.4060142,0.0,0.28690037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6268616,0.0,3.8721547,0.0,0.0,0.0,0.6412211,1.3053623,0.0,0.0,0.9609562,3.7483003,0.0,0.0,3.9104378,0.0,1.0546062,0.0,0.0,0.0,0.0,1.8393624,0.82697386,0.0,0.0,0.0,0.0,0.0,1.6429154,1.1091037,0.0,0.0,0.72461855,0.0,0.8222963,1.1218837,0.0,0.6746397,0.0,0.880184,0.0,4.1887383,0.0,3.4708219,0.0,0.0,0.0,0.0,3.4027264,0.0,0.0,0.4539013,0.0,0.0,3.7173746,0.0,0.0,6.227703,0.0,0.0,0.0,0.0,0.0,0.0,4.047773,0.0,1.352156,0.0,0.0,2.3270874,0.0,2.5746613,0.0,0.0,0.0,0.0,0.0,0.0,0.75403816,0.0,2.5366478,0.0
0.0,6.633368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92345124,0.0,0.0,0.0,0.0,0.0,6.9859977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1384116,0.0,0.0,0.0,5.487649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.356237,0.0,7.537297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3836284,0.0,0.0,7.4689426,0.0,0.0,0.0,0.0,0.0,0.0,0.2906201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6919518,0.0,5.2244763,0.0,0.0,0.0,0.0,6.9266877,0.0,0.0,0.0,0.0,0.0,0.3185171,0.0,0.0,6.9703684,0.0,0.0,0.0,0.0,0.0,0.0,7.3887944,6.0819097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3788592,0.0
0.0,1.9258473,1.814052,0.0,0.0,1.9592652,0.8774361,0.0,0.0,0.0,2.4474835,0.0,0.0,0.0,2.6570354,0.0,0.0,0.0,0.0,0.0,0.1971889,0.0,0.0,0.0,0.0,0.0,2.103239,0.0,0.0,0.0,0.0,0.0,0.0,2.190528,0.0,0.0,0.0,0.0,1.974717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5354085,0.0,2.8218188,0.0,0.0,0.0,2.3206646,2.7315617,0.0,0.0,2.1052854,2.618898,0.0,0.0,2.7821746,0.0,2.177751,0.0,0.0,0.0,0.0,2.21301,1.5633152,0.0,0.0,0.0,0.0,0.0,4.2411933,2.3904676,0.0,0.0,2.3741894,1.1074784,1.6802663,2.288385,0.0,2.1026738,0.0,1.9570111,0.0,3.0732899,0.0,0.6919108,0.0,0.0,0.0,0.0,2.1558964,0.0,0.0,1.1733081,0.0,0.0,2.8178728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6627595,0.0,1.4709703,0.0,0.0,0.3373032,0.0,2.679975,0.0,0.0,0.0,0.0,0.0,0.0,2.4052987,0.0,3.9943385,0.0
0.0,4.383112,0.0,0.0,0.0,1.1750746,0.0,0.0,0.0,0.0,1.5308701,0.0,0.0,0.0,0.83308226,0.0,9.001762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6068078,0.0,0.0,0.0,0.0,0.0,0.0,0.6397097,0.0,0.0,3.2939324,0.0,1.4154216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8904524,0.0,5.2909007,0.0,0.0,0.0,1.3183304,1.1817545,0.0,0.0,0.9286127,5.230117,0.0,0.0,5.6262417,0.0,0.8068554,0.0,0.0,0.0,0.0,0.81310546,0.0,0.0,0.0,0.0,0.0,0.0,3.1580212,1.0369186,0.0,0.0,0.0,1.3822705,0.24497636,1.6234022,0.0,1.1729195,0.0,1.067948,0.0,5.344831,0.0,4.1033716,0.0,0.0,0.0,0.0,4.4591446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0093846,0.0,0.0,0.0,0.0,0.0,0.0,5.12953,7.430288,0.46749038,0.0,0.0,0.0,0.0,1.7951244,0.0,0.0,0.0,0.0,0.0,0.0,0.69362617,0.0,0.9602918,0.0
0.0,3.187984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30962178,0.0,6.6937976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10208412,0.0,0.0,2.7293527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5743854,0.0,3.685443,0.0,0.0,0.0,1.3471106,0.18623036,0.0,0.0,0.13235962,3.6928499,0.0,0.0,3.537249,0.0,0.064968385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43754244,0.5126582,0.0,0.0,0.0,0.69956666,0.058130167,0.44753042,0.0,0.07899157,0.0,0.44143197,0.0,3.7518184,0.0,2.6728408,0.0,0.0,0.0,0.0,2.8332617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.321552,0.0,0.0,0.0,0.0,0.0,0.0,3.4319754,7.8021965,0.0,0.0,0.0,0.0,0.0,0.13078025,0.0,0.0,0.0,0.0,0.0,0.0,0.5112848,0.0,0.0,0.0
0.0,1.525229,1.0824547,0.0,0.0,1.3823246,0.0,0.0,0.0,0.0,0.475743,0.0,0.0,0.0,1.8867301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3124688,0.0,0.0,0.0,0.0,0.0,0.0,1.3670843,0.0,0.0,0.83845633,0.0,0.90914536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1667845,0.0,2.433678,0.0,0.0,0.0,3.0244415,2.5210907,0.0,0.0,1.6601932,2.165876,0.0,0.0,2.2733152,0.0,1.3995878,0.0,0.0,0.72865754,0.0,1.2969701,4.4615335,0.0,0.0,0.0,0.0,0.0,4.827144,2.357209,0.0,0.0,4.9928308,2.2365823,0.64207584,2.4926505,0.0,1.2433476,0.0,2.0236883,0.0,2.5961893,0.0,0.0,0.0,0.0,0.0,0.0,1.7212014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.610479,0.0,0.0,0.0,0.0,0.0,0.0,2.1231813,2.4519606,1.155706,0.0,0.0,1.5152361,0.0,3.6975935,0.0,0.0,0.0,0.0,0.0,0.0,2.1844416,0.0,1.8927007,0.0
0.0,2.9291825,0.0,0.0,0.0,0.047386862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19025819,0.0,5.818296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5689027,0.0,0.081901476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3001277,0.0,3.4029531,0.0,0.0,0.0,0.1606615,0.035622045,0.0,0.0,0.10742912,3.3823612,0.0,0.0,3.3454106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18382016,0.0,0.0,0.0,0.6597304,0.0,0.30212367,0.0,0.0,0.0,0.2642758,0.0,3.473668,0.0,3.5367956,0.0,0.0,0.0,0.0,2.5976102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1698213,0.0,0.0,0.0,0.0,0.0,0.0,3.1877577,5.6065683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.536147,2.396697,0.0,0.0,3.044823,4.1487293,0.0,0.0,0.0,3.646727,0.0,0.0,0.0,2.9932191,0.0,0.0,0.0,0.0,0.0,4.4884024,0.0,0.0,0.0,0.0,0.0,1.6800059,0.0,0.0,0.0,0.0,0.0,2.1579618,2.730697,0.0,0.0,0.0,0.0,2.7562795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1489582,0.0,2.6178663,0.0,0.0,0.0,3.479742,2.721396,0.0,0.0,2.502933,2.311757,0.0,0.0,2.2966282,0.0,2.5261369,0.0,0.0,0.0,0.0,3.3726227,0.9224008,0.0,0.0,0.0,0.0,0.0,2.5484955,2.2206435,0.0,0.0,0.0,3.579704,2.067392,1.7889152,0.0,3.0947428,0.0,2.741887,0.0,2.4603221,0.0,6.2215486,0.0,0.0,0.0,0.0,1.9759579,0.0,0.0,2.351721,0.0,0.0,3.1552956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5478222,0.0,3.0982118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.355438,0.0,2.369147,0.0
0.0,2.9770994,0.2052748,0.0,0.0,0.73018754,0.0,0.0,0.0,0.0,0.57676476,0.0,0.0,0.0,0.45414117,0.0,3.563606,0.0,0.0,0.0,0.63441104,0.0,0.0,0.0,0.0,0.0,0.028338933,0.0,0.0,0.0,0.0,0.0,2.2521527,0.14618653,0.0,0.0,2.5344033,0.0,0.2115306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3161979,0.0,3.4880707,0.0,0.0,0.0,0.8055646,0.54923856,0.0,0.0,0.055038672,3.4141781,0.0,0.0,3.4297607,0.0,0.42414534,0.0,0.0,0.0,0.0,0.23778518,1.4730257,0.0,0.0,0.0,0.0,0.0,0.4626263,0.36219856,0.0,0.0,0.7576059,0.0,0.13161129,0.50891966,0.0,0.0,0.0,0.22138678,0.0,3.5882986,0.0,0.0,0.0,0.0,0.0,0.0,2.9558647,0.0,0.0,0.6358664,0.0,0.0,0.7216459,0.0,0.0,5.8596473,0.0,0.0,0.0,0.0,0.0,0.0,3.3202944,8.238762,0.37059835,0.0,0.0,0.8675035,0.0,0.8285714,0.0,0.0,0.0,0.0,0.0,0.0,0.07895754,0.0,0.4907763,0.0
0.0,1.4945989,1.635547,0.0,0.0,2.3633375,2.1294677,0.0,0.0,0.0,2.6253934,0.0,0.0,0.0,2.1055593,0.0,0.087957665,0.0,0.0,0.0,1.9747719,0.0,0.0,0.0,0.0,0.0,1.6539513,0.0,0.0,0.0,0.0,0.0,2.2263997,2.0306342,0.0,0.0,0.4492957,0.0,2.190619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1111314,0.0,2.3658695,0.0,0.0,0.0,2.6465902,2.3477116,0.0,0.0,2.061617,2.125044,0.0,0.0,2.4451497,0.0,1.8704587,0.0,0.0,0.0,0.0,1.6766654,0.0,0.0,0.0,0.0,0.0,0.0,1.5127245,1.6184793,0.0,0.0,0.0,1.340725,1.5830138,2.1555724,0.0,2.2191823,0.0,2.1775131,0.0,2.5553813,0.0,0.0,0.0,0.0,0.0,0.0,1.7822169,0.0,0.0,1.4668124,0.0,0.0,0.0,0.0,0.0,0.5779827,0.0,0.0,0.0,0.0,0.0,0.0,2.4585652,0.15607752,1.957354,0.0,0.0,0.0,0.0,1.6534975,0.0,0.0,0.0,0.0,0.0,0.0,1.5685866,0.0,1.3325424,0.0
0.0,4.3178315,0.044093464,0.0,0.0,0.21208122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1864207,0.0,4.1869826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0249531,0.0,0.0,0.0,0.0,0.0,0.0,0.2926575,0.0,0.0,3.4625633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.410604,0.0,5.8359694,0.0,0.0,0.0,2.8070862,1.6310827,0.0,0.0,0.45581555,5.628583,0.0,0.0,5.2806797,0.0,0.4641609,0.0,0.0,0.0,0.0,0.21916974,1.1757212,0.0,0.0,0.0,0.0,0.0,4.984037,1.4342872,0.0,0.0,2.3232555,2.1476605,0.0,2.2220304,0.0,0.12653074,0.0,0.79191256,0.0,5.8107767,0.0,0.0,0.0,0.0,0.0,0.0,4.4876013,0.0,0.0,0.0,0.0,0.0,0.5432798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4592633,3.649149,0.0,0.0,0.0,0.0,0.0,3.8379984,0.0,0.0,0.0,0.0,0.0,0.0,2.2461712,0.0,2.8002124,0.0
